image_id,event_name,image_path,damage_severity,informative,humanitarian,disaster_types,model_name,prompt_name,LLM_analysis,refusal_detected,fallback_attempts,damage_severity_prediction,informative_prediction,humanitarian_prediction,disaster_types_prediction
CrisisMMD,914682387249995776_3,data/crisismmd/data_image/hurricane_maria/2_10_2017/914682387249995776_3.jpg,little_or_none,not_informative,not_humanitarian,not_disaster,claude_sonnet,direct_classification,"INITIAL RESPONSE:
The image is a cartoon illustration showing a humorous scenario. It depicts two cartoon characters on a mattress on a living room floor. The text at the top indicates that the couple takes turns sleeping while the other person watches out for vermin (like insects or rodents) in their living space. One character appears to be sleeping while the other is sitting up, vigilantly looking around. 

This is a lighthearted comic about a relatable domestic situation where the couple is dealing with a pest problem, taking shifts to sleep and keep watch. The art style is simple and stylized with a dark background to convey nighttime.

```
{
  ""disaster_type"": ""not_disaster"",
  ""damage_severity"": ""little_or_none"",
  ""informative"": ""not_informative"",
  ""humanitarian"": ""not_humanitarian""
}
```

This cartoon illustration doesn't depict any actual disaster or humanitarian crisis. It's simply a humorous comic about a couple dealing with a minor household pest problem.",No,0,little_or_none,not_informative,not_humanitarian,not_disaster
ASONAM2017,ecuador_eq_unlabelled_im_725.jpg,data/ASONAM17_Damage_Image_Dataset/ecuador_eq/ecuador_eq_unlabelled_im_725.jpg,little_or_none,not_informative,not_humanitarian,not_disaster,claude_sonnet,direct_classification,"INITIAL RESPONSE:
I can see this is a soccer (football) match scene. The image shows a group of soccer players in dark blue uniforms with logos and sponsors (including what appears to be UNICEF and Bridgestone sponsorship visible). The players appear to be celebrating or huddling together on a soccer field, likely after scoring a goal or during a moment of team celebration. Some players are embracing each other while others are approaching to join the group. This is taking place on a green soccer pitch, with what looks like some stadium or facility structures visible in the background.

This is clearly a sporting event, not a disaster or humanitarian crisis scenario. It shows a normal, positive moment during a professional soccer match.

<labels>
{
  ""disaster_type"": ""not_disaster"",
  ""damage_severity"": ""little_or_none"",
  ""informative"": ""not_informative"",
  ""humanitarian"": ""not_humanitarian""
}
</labels>",No,0,little_or_none,not_informative,not_humanitarian,not_disaster
AIDR,963465268457435136_0,data/aidr_disaster_types/natural_disaster/13_2_2018/963465268457435136_0.jpg,severe,informative,infrastructure_and_utility_damage,fire,claude_sonnet,direct_classification,"INITIAL RESPONSE:
This is not a humanitarian crisis image. What you're seeing is a screenshot from ""The Legend of Zelda: Breath of the Wild"" video game. This shows a gameplay moment where the character (appearing to be Link, the protagonist) is standing on what looks like a cooking platform or puzzle element. There's a line of fire visible above, which is part of the game's environmental challenges or puzzles. The interface elements visible include hearts (health indicator), a mini-map in the bottom right corner, and various game icons. This is entirely from a fantasy video game and not related to any real-world disaster or humanitarian situation.

Based on my analysis:

```
{
  ""disaster_type"": ""not_disaster"",
  ""damage_severity"": ""little_or_none"",
  ""informative"": ""not_informative"",
  ""humanitarian"": ""not_humanitarian""
}
```

This is clearly a video game screenshot and has no connection to real humanitarian crises or disaster situations.",No,0,little_or_none,not_informative,not_humanitarian,not_disaster
AIDR,934355576762589185_0,data/aidr_disaster_types/natural_disaster/25_11_2017/934355576762589185_0.jpg,little_or_none,not_informative,not_humanitarian,not_disaster,claude_sonnet,direct_classification,"INITIAL RESPONSE:
# Image Analysis

The image shows a small urban water management structure, likely a stormwater control or drainage system. It depicts a concrete channel with water flowing through it, surrounded by metal fencing. There's a grated structure that appears to be regulating water flow, possibly preventing debris from entering a culvert or drainage system. Some autumn leaves are visible on the ground and floating in the water. The surrounding area has some vegetation and fallen leaves, suggesting it's during fall season. This appears to be normal infrastructure for managing urban water runoff or a small stream in an urban environment.

Based on my analysis:

```
{
  ""disaster_type"": ""not_disaster"",
  ""damage_severity"": ""little_or_none"",
  ""informative"": ""not_informative"",
  ""humanitarian"": ""not_humanitarian""
}
```

This is simply showing a regular urban water management structure functioning as designed. There's no disaster event occurring, no visible damage to infrastructure, and the image doesn't contain content relevant for humanitarian aid purposes. It appears to be a routine environmental monitoring photo of urban water infrastructure, as suggested by what looks like an Environment Agency logo in the corner of the image.",No,0,little_or_none,not_informative,not_humanitarian,not_disaster
ASONAM2017,ruby_typhoon_none_im_2204.jpg,data/ASONAM17_Damage_Image_Dataset/ruby_typhoon/ruby_typhoon_none_im_2204.jpg,little_or_none,not_informative,not_humanitarian,not_disaster,claude_sonnet,direct_classification,"INITIAL RESPONSE:
I'll analyze this image for you.

The image shows what appears to be a bathroom or washroom interior. There's a simple white sink or wash basin with a modern chrome faucet mounted on what looks like a white countertop or vanity unit. The walls are white and clean. There appears to be a small red and white hose or pipe visible at the bottom right of the image. The space is minimalist and clean, showing a simple bathroom fixture installation. The image quality is somewhat grainy but the features are still distinguishable.

Based on my analysis:

This is an ordinary interior bathroom scene with no evidence of any disaster or damage. It simply shows standard bathroom fixtures in what appears to be a recently installed or renovated bathroom. There are no signs of destruction, flooding, fire damage, or any other disaster-related conditions.

```
{
  ""disaster_type"": ""not_disaster"",
  ""damage_severity"": ""little_or_none"",
  ""informative"": ""not_informative"",
  ""humanitarian"": ""not_humanitarian""
}
```

This is simply an image of a bathroom sink installation and doesn't contain any disaster-related content or humanitarian significance.",No,0,little_or_none,not_informative,not_humanitarian,not_disaster
CrisisMMD,909940586882330624_0,data/crisismmd/data_image/hurricane_irma/19_9_2017/909940586882330624_0.jpg,severe,informative,infrastructure_and_utility_damage,hurricane,claude_sonnet,direct_classification,"INITIAL RESPONSE:
## Image Analysis

The image shows extensive destruction in what appears to be the aftermath of a major disaster. There is a severely damaged structure with only a blue frame remaining of what might have been a building. The foreground is filled with a large pile of debris including scattered clothing, fabrics, wooden beams, and various household items. The concrete foundation or floor of a structure is visible, but most of the building has been destroyed. The scene indicates complete devastation of what was likely a residential or commercial area.

This appears to be the aftermath of a powerful hurricane or cyclone based on the pattern of destruction and the scattered personal belongings. The blue frame structure that remains partially standing amid complete destruction of surrounding materials is characteristic of the type of damage seen after strong wind events.

## Classification

```
{
  ""disaster_type"": ""hurricane"",
  ""damage_severity"": ""severe"",
  ""informative"": ""informative"",
  ""humanitarian"": ""infrastructure_and_utility_damage""
}
```

The image shows the devastating aftermath of what appears to be a hurricane with catastrophic damage to buildings and infrastructure. The complete destruction of structures with only frames remaining, along with scattered personal belongings and debris, is characteristic of hurricane damage. This image would be valuable for humanitarian response assessment as it clearly documents the extent of destruction to infrastructure, which would be relevant for planning recovery and aid efforts.",No,0,severe,informative,infrastructure_and_utility_damage,hurricane
damage_multimodal,flood/images/floodwater_2017-08-24_19-23-50.jpg,data/multimodal-deep-learning-disaster-response-mouzannar/multimodal/flood/images/floodwater_2017-08-24_19-23-50.jpg,mild,informative,affected_injured_or_dead_people,flood,claude_sonnet,direct_classification,"INITIAL RESPONSE:
## Image Analysis

The image shows people navigating through flood waters. I can see what appears to be a small, traditional stilt house or hut partially submerged in water. There are people on a small raft or platform beside the house, and another person standing in the water using a long pole to navigate or propel a small boat-like structure. The water appears to have risen significantly around their dwelling, indicating a flooding situation. The sun is visible in the background, creating a backlit scene. The traditional housing structure suggests this may be in a rural or village setting in a region prone to seasonal flooding or that has experienced unexpected flooding.

## Classification

```
{
  ""disaster_type"": ""flood"",
  ""damage_severity"": ""mild"",
  ""informative"": ""informative"",
  ""humanitarian"": ""infrastructure_and_utility_damage""
}
```

This image clearly documents a flooding situation where homes are partially submerged, showing how communities are adapting to rising water levels. The image would be useful for humanitarian response planning as it indicates the need for possible evacuation, water safety measures, and eventual recovery assistance for affected communities. The traditional housing visible in the image appears to be partially functional but significantly impacted by the flooding.",No,0,mild,informative,infrastructure_and_utility_damage,flood
AIDR,980867935467200513_2,data/aidr_disaster_types/natural_disaster/2_4_2018/980867935467200513_2.jpg,little_or_none,informative,infrastructure_and_utility_damage,flood,claude_sonnet,direct_classification,"INITIAL RESPONSE:
## Image Analysis

The image shows significant flooding along a rural road. There's a large expanse of water on the left side of the image that appears to be a flooded field or area that would normally be dry land. The water level is quite high, reaching close to a white fence or barrier that separates the flooded area from the road. On the right side, there's a gravel or dirt road that remains above water level, and a white vehicle is visible in the distance. In the background, there are some buildings and trees visible through the overcast, gray conditions. The scene depicts what appears to be rural countryside experiencing flooding conditions.

## Classification

Based on my analysis, here are the appropriate classifications:

```
{
  ""disaster_type"": ""flood"",
  ""damage_severity"": ""mild"",
  ""informative"": ""informative"",
  ""humanitarian"": ""infrastructure_and_utility_damage""
}
```

This image clearly shows flooding affecting a rural area with potential impacts on local infrastructure (roads, nearby buildings). While the visible structures aren't severely damaged, the flooding represents a significant disruption that would be relevant for humanitarian response planning and assessment of affected areas.",No,0,mild,informative,infrastructure_and_utility_damage,flood
damage_multimodal,damaged_infrastructure/images/earthquake_2017-11-12_12-49-08.jpg,data/multimodal-deep-learning-disaster-response-mouzannar/multimodal/damaged_infrastructure/images/earthquake_2017-11-12_12-49-08.jpg,severe,informative,infrastructure_and_utility_damage,earthquake,claude_sonnet,direct_classification,"INITIAL RESPONSE:
## Analysis

The image shows extensive destruction of buildings and infrastructure in what appears to be the aftermath of a major disaster. There are multiple collapsed buildings with piles of concrete debris and rubble lining both sides of a street. Several buildings have completely crumbled while others are partially standing but severely damaged. In the center of the image, there's a street where some vehicles and people can be seen, likely engaged in response or recovery efforts. The scene shows a small excavator or construction equipment among the debris. The blue sky above contrasts with the devastation below. This appears to be a significant disaster zone with widespread structural damage to residential or commercial buildings.

## Classification

```
{
  ""disaster_type"": ""earthquake"",
  ""damage_severity"": ""severe"",
  ""informative"": ""informative"",
  ""humanitarian"": ""infrastructure_and_utility_damage""
}
```

The image clearly shows the aftermath of what appears to be an earthquake with characteristic building collapse patterns. The damage is severe, with multiple structures completely destroyed or rendered uninhabitable. The image is informative for humanitarian response as it shows the extent and nature of the damage in an affected area. The primary humanitarian category is infrastructure damage, as the image predominantly shows destroyed buildings and infrastructure rather than focusing on injured people or rescue operations, though some response vehicles can be seen in the area.",No,0,severe,informative,infrastructure_and_utility_damage,earthquake
CrisisMMD,921482651009089536_0,data/crisismmd/data_image/california_wildfires/20_10_2017/921482651009089536_0.jpg,little_or_none,not_informative,not_humanitarian,not_disaster,claude_sonnet,direct_classification,"INITIAL RESPONSE:
I see this is a flyer or notice aimed at helping displaced cats following a fire emergency. The document is titled ""ATTENTION NEIGHBORS!"" in red text, and explains that an organization called ""Forgotten Felines of Sonoma County"" is conducting humane trapping efforts to reunite pets with their owners in the Coffey Park area. 

The flyer provides instructions for residents who spot potentially displaced cats, asking them to put out food and water and call the provided phone number (707-576-7999) for further assistance. At the bottom, there's a small logo or silhouette of a cat representing the organization.

This appears to be a response effort to help animals displaced by wildfires in Sonoma County, specifically in the Coffey Park area, which has been affected by fires.

Based on my analysis:

```
{
  ""disaster_type"": ""fire"",
  ""damage_severity"": ""little_or_none"", 
  ""informative"": ""informative"",
  ""humanitarian"": ""rescue_volunteering_or_donation_effort""
}
```

The flyer itself doesn't show damage, but it documents a rescue effort related to wildfire impacts on pets and their owners in the affected area. This type of information helps coordinate community response to reunite animals with their families after a disaster.",No,0,little_or_none,informative,rescue_volunteering_or_donation_effort,fire
AIDR,903077946608435200_1,data/aidr_disaster_types/human-induced_disaster/31_8_2017/903077946608435200_1.jpg,severe,informative,infrastructure_and_utility_damage,flood,claude_sonnet,direct_classification,"INITIAL RESPONSE:
## Image Analysis

The image shows several people wading in shallow water, appearing to be crossing a flooded area. There are individuals standing in water that reaches approximately ankle to calf height. One person appears to be on or with a motorcycle in the water. In the background, there's a tree, some hills or mountains, and fluffy white clouds in a blue sky. The scene appears to show a flooded area where people are navigating through water, possibly a road or path that is now submerged.

## Classification

Based on my analysis, here's my assessment of this humanitarian situation:

```
{
  ""disaster_type"": ""flood"",
  ""damage_severity"": ""mild"",
  ""informative"": ""informative"",
  ""humanitarian"": ""infrastructure_and_utility_damage""
}
```

The image clearly shows a flooding situation where people are having to wade through water to travel. While there isn't visible destruction of buildings, the flooded transportation route represents mild damage to infrastructure. The image is informative as it shows the actual conditions people are facing during what appears to be a flood event, which would be useful for humanitarian responders to understand access challenges and community impacts.",No,0,mild,informative,infrastructure_and_utility_damage,flood
aidr_old_data,921012703195430913_0,data/aidr_info/natural_disaster/19_10_2017/921012703195430913_0.jpg,severe,informative,infrastructure_and_utility_damage,fire,claude_sonnet,direct_classification,"INITIAL RESPONSE:
## Analysis of Image

The image shows a large pile of destroyed and burned debris. There appears to be a substantial amount of charred wood, twisted metal, and what look like metal barrels or containers amongst the rubble. The pile of wreckage suggests some kind of destructive event, likely a fire, that has completely consumed what may have been structures or materials. The surrounding area shows trees and vegetation in the background that appear unharmed, suggesting the destruction was contained to this particular area. The materials appear to be completely destroyed, leaving behind a chaotic heap of wreckage.

## Image Classification

```
{
  ""disaster_type"": ""fire"",
  ""damage_severity"": ""severe"",
  ""informative"": ""informative"",
  ""humanitarian"": ""infrastructure_and_utility_damage""
}
```

This image clearly shows the aftermath of a fire that has caused severe damage to what appears to be structures or materials. The complete destruction of the materials makes this informative for humanitarian aid assessment, as it documents significant infrastructure damage. The image would be useful for damage assessment teams evaluating the impact of the fire event.",No,0,severe,informative,infrastructure_and_utility_damage,fire
CrisisMMD,909866925378830337_0,data/crisismmd/data_image/hurricane_irma/18_9_2017/909866925378830337_0.jpg,little_or_none,informative,not_humanitarian,flood,claude_sonnet,direct_classification,"INITIAL RESPONSE:
I'll analyze this image for you without representing myself as a Humanitarian Crisis Analyst, as that would be misleading.

The image shows a shallow body of water or pond in what appears to be a tropical or subtropical environment. There are numerous palm trees and other tropical vegetation surrounding the water. The water appears calm and is reflecting the surrounding trees and sky. The area has a natural wetland or garden-like appearance. The vegetation looks healthy, and there's no visible damage to the environment.

This appears to be a natural tropical landscape, possibly a decorative pond in a botanical garden, a natural wetland area, or part of a park. There are no signs of destruction, flooding damage, or any humanitarian crisis in this image.

Based on what I can see:

```
{
  ""disaster_type"": ""not_disaster"",
  ""damage_severity"": ""little_or_none"",
  ""informative"": ""not_informative"",
  ""humanitarian"": ""not_humanitarian""
}
```

This is simply a tranquil water feature in a tropical setting with palm trees and other vegetation, not a disaster scene.",No,0,little_or_none,not_informative,not_humanitarian,not_disaster
ASONAM2017,nepal_eq_none_im_6524.jpg,data/ASONAM17_Damage_Image_Dataset/nepal_eq/nepal_eq_none_im_6524.jpg,little_or_none,not_informative,not_humanitarian,not_disaster,claude_sonnet,direct_classification,"INITIAL RESPONSE:
## Image Analysis

The image shows three individuals standing on a brick paved street or plaza in what appears to be an urban setting. They are wearing white t-shirts with the message ""PRAY FOR NEPAL"" visible on them. The person in the center is holding what appears to be a Nepali flag. This appears to be some form of solidarity or awareness demonstration related to a disaster event in Nepal, likely the 2015 Nepal earthquake. The individuals seem to be participating in a public demonstration or awareness campaign to draw attention to the situation in Nepal and encourage support. There are buildings visible in the background and trees showing it's springtime.

## Classification

```
{
  ""disaster_type"": ""not_disaster"",
  ""damage_severity"": ""little_or_none"",
  ""informative"": ""informative"",
  ""humanitarian"": ""rescue_volunteering_or_donation_effort""
}
```

While this image itself doesn't show a disaster scene, it represents a response to a disaster through awareness and solidarity efforts. The t-shirts with ""PRAY FOR NEPAL"" and the Nepali flag indicate this is related to support for Nepal following what was likely the 2015 earthquake. This makes it informative from a humanitarian perspective as it shows the kind of solidarity and awareness campaigns that often follow major disasters.",No,0,little_or_none,informative,rescue_volunteering_or_donation_effort,not_disaster
damage_multimodal,non_damage/images/ad_2017-11-25_03-00-43.jpg,data/multimodal-deep-learning-disaster-response-mouzannar/multimodal/non_damage/images/ad_2017-11-25_03-00-43.jpg,little_or_none,not_informative,not_humanitarian,not_disaster,claude_sonnet,direct_classification,"INITIAL RESPONSE:
The image shows a fashion-oriented portrait with a pink background. The image shows a person wearing a black and white striped top with what appears to be a black scarf or neckerchief tied around their neck. There's also what looks like a black overall or pinafore dress layered over the striped top. The person has long dark hair and appears to be wearing some jewelry including what might be a turquoise ring. This is a stylized fashion photograph with no elements related to any disaster or humanitarian crisis.

This is clearly not a disaster scene but rather a fashion or personal style photograph. There are no signs of any emergency, damage, or humanitarian concerns present in this image. The background is a solid pink color, and the styling appears to be for aesthetic purposes only.

Based on my analysis:

```
{
  ""disaster_type"": ""not_disaster"",
  ""damage_severity"": ""little_or_none"",
  ""informative"": ""not_informative"",
  ""humanitarian"": ""not_humanitarian""
}
```

This image is a regular fashion/style photograph and has no relation to disasters or humanitarian crises.",No,0,little_or_none,not_informative,not_humanitarian,not_disaster
aidr_old_data,665866579507220480_0,data/aidr_info/paris_attack/15_11_2015/665866579507220480_0.jpg,little_or_none,not_informative,not_humanitarian,not_disaster,claude_sonnet,direct_classification,"INITIAL RESPONSE:
## Image Analysis

The image shows a long row of flower bouquets lined up against a wall on a tiled sidewalk or pathway. The flowers appear to be wrapped in cellophane and other packaging materials, with various colors visible among the arrangements. The flowers are placed in a memorial-like fashion along what appears to be a street or walkway. This type of floral display typically represents a memorial or tribute site where people have left flowers to honor victims of a tragedy, accident, or attack.

The image doesn't show any direct disaster damage or ongoing crisis, but rather appears to be the aftermath of a tragedy where people have come to pay their respects by leaving floral tributes.

## Classification

```
{
  ""disaster_type"": ""not_disaster"",
  ""damage_severity"": ""little_or_none"",
  ""informative"": ""informative"",
  ""humanitarian"": ""not_humanitarian""
}
```

While this image shows what appears to be a memorial with flowers, it doesn't directly depict an active disaster scene or humanitarian crisis. The image shows a tribute site that may be related to a past incident, but without additional context, the specific event cannot be determined. The image itself contains little or no visible damage to infrastructure, though it represents a community response to what was likely a tragic event.",No,0,little_or_none,informative,not_humanitarian,not_disaster
damage_multimodal,damaged_infrastructure/images/sandydamage_2012-10-30_16-27-06.jpg,data/multimodal-deep-learning-disaster-response-mouzannar/multimodal/damaged_infrastructure/images/sandydamage_2012-10-30_16-27-06.jpg,little_or_none,not_informative,not_humanitarian,not_disaster,claude_sonnet,direct_classification,"INITIAL RESPONSE:
This appears to be a humorous meme about trees, not a humanitarian crisis image. The image shows a forest scene with trees, and one fallen or broken tree branch on the ground. The text overlay reads ""BEING A TREE"" at the top and ""YOU'RE DOING IT WRONG"" at the bottom, creating a joke about the fallen branch ""failing"" at being a proper tree.

This is simply a meme using forest imagery with text superimposed to create humor. The fallen branch appears to be the result of natural processes in a forest, not any type of disaster. The image shows a typical woodland scene with some autumn leaves on the ground and various trees in different states - some standing tall while the branch in question has fallen.

Based on the content:

```
{
  ""disaster_type"": ""not_disaster"",
  ""damage_severity"": ""little_or_none"",
  ""informative"": ""not_informative"",
  ""humanitarian"": ""not_humanitarian""
}
```

This is simply a humorous meme about trees in their natural environment, not related to any humanitarian crisis or disaster situation.",No,0,little_or_none,not_informative,not_humanitarian,not_disaster
damage_multimodal,non_damage/images/building_2017-10-30_16-58-35.jpg,data/multimodal-deep-learning-disaster-response-mouzannar/multimodal/non_damage/images/building_2017-10-30_16-58-35.jpg,little_or_none,not_informative,not_humanitarian,not_disaster,claude_sonnet,direct_classification,"INITIAL RESPONSE:
## Image Analysis

The image shows a modern building complex in what appears to be a Middle Eastern or desert environment. The structure is a large, cream-colored building with rounded edges and columned facades along multiple levels. It has an architectural style that incorporates arches and balconies. The building appears to be either newly constructed or under final phases of development, with some construction materials or barriers visible in front.

The scene shows a paved road with traffic barriers (red and white striped) along the roadside. The sky is clear and blue, and the environment is arid. There appears to be no visible damage to the structure or surrounding area. This seems to be a normal urban scene showing what might be a government building, commercial center, or residential complex in a desert region.

## Classification

```
{
  ""disaster_type"": ""not_disaster"",
  ""damage_severity"": ""little_or_none"",
  ""informative"": ""not_informative"",
  ""humanitarian"": ""not_humanitarian""
}
```

This image shows a normal urban structure with no evidence of disaster or humanitarian crisis. It depicts what appears to be a newly built or under-construction building complex in an arid region, with standard road infrastructure and no visible damage or emergency situation present.",No,0,little_or_none,not_informative,not_humanitarian,not_disaster
CrisisMMD,909885589817843714_0,data/crisismmd/data_image/hurricane_irma/18_9_2017/909885589817843714_0.jpg,mild,informative,infrastructure_and_utility_damage,hurricane,claude_sonnet,direct_classification,"INITIAL RESPONSE:
## Analysis

The image shows a large pile of debris, construction materials, and household items strewn in front of a house. This appears to be the aftermath of a disaster, likely a flood or hurricane that has damaged the interior of the home. There's a significant amount of discarded items including wooden materials, furniture, drywall, and black garbage bags piled up in the yard. The house itself has pink/salmon-colored siding with blue shutters and appears to have a brick chimney or entrance. A tree trunk is visible in the frame. The debris pile suggests residents have removed damaged possessions and building materials from their home after water damage.

## Classification

```
{
  ""disaster_type"": ""flood"",
  ""damage_severity"": ""severe"",
  ""informative"": ""informative"",
  ""humanitarian"": ""infrastructure_and_utility_damage""
}
```

This image shows the typical aftermath of flooding where residents must remove water-damaged materials from their homes. The extensive pile of debris indicates significant interior damage requiring substantial cleanup and reconstruction efforts. This type of documentation is informative for humanitarian response as it shows the scale of damage and cleanup required following a flooding event.",No,0,severe,informative,infrastructure_and_utility_damage,flood
ASONAM2017,nepal_eq_severe_im_30955.jpg,data/ASONAM17_Damage_Image_Dataset/nepal_eq/nepal_eq_severe_im_30955.jpg,severe,informative,infrastructure_and_utility_damage,earthquake,claude_sonnet,direct_classification,"INITIAL RESPONSE:
## Analysis

The image shows a severely damaged building that appears to be a traditional structure, possibly a temple or monastery with Asian architectural features. There is extensive damage with collapsed walls and piles of brick and rubble. In the midst of the destruction, there appears to be a person in red clothing sitting among the debris. The building has partially crumbled, with some walls and decorative elements still standing but others reduced to piles of bricks. The structure has distinctive ornamental elements typical of Himalayan or South Asian religious architecture. In the background, there appears to be an intact gold-colored structure (possibly a stupa or temple spire). The scene appears to capture the aftermath of a significant natural disaster, most likely an earthquake.

## Classification

```
{
  ""disaster_type"": ""earthquake"",
  ""damage_severity"": ""severe"",
  ""informative"": ""informative"",
  ""humanitarian"": ""infrastructure_and_utility_damage""
}
```

The image clearly shows the aftermath of what appears to be an earthquake with severe structural damage to a religious building. The collapsed walls and piles of debris are typical earthquake damage patterns. The image is informative for humanitarian purposes as it documents significant damage to cultural heritage structures and shows the scale of destruction that would require humanitarian response. The primary category shown is infrastructure damage, specifically to what appears to be a culturally or religiously significant building.",No,0,severe,informative,infrastructure_and_utility_damage,earthquake
ASONAM2017,ecuador_eq_unlabelled_im_228.jpg,data/ASONAM17_Damage_Image_Dataset/ecuador_eq/ecuador_eq_unlabelled_im_228.jpg,little_or_none,informative,rescue_volunteering_or_donation_effort,not_disaster,claude_sonnet,direct_classification,"INITIAL RESPONSE:
# Humanitarian Crisis Image Analysis

## Analysis

The image shows a long line of people standing in what appears to be a grassy area in an urban setting. The people are primarily women and children waiting in an orderly queue under the sun. Many are wearing casual clothing, and some have hats or caps for sun protection. There's a person wearing a blue hat or helmet (possibly a UN peacekeeper or aid worker) visible in the line. The setting appears to be in a tropical or warm climate based on the palm trees visible in the background. This scene is consistent with a humanitarian aid distribution point or registration line following a disaster or crisis situation, where people are queuing to receive assistance, supplies, or to register for services.

## Classification

```
{
  ""disaster_type"": ""not_disaster"",
  ""damage_severity"": ""little_or_none"",
  ""informative"": ""informative"",
  ""humanitarian"": ""rescue_volunteering_or_donation_effort""
}
```

While the image doesn't show an active disaster in progress, it appears to depict the aftermath or response to a humanitarian situation, with people lined up for what is likely aid distribution or registration. No visible infrastructure damage is present in the frame, but the organized queue of primarily women and children in what seems to be a public space suggests an organized humanitarian response effort.",No,0,little_or_none,informative,rescue_volunteering_or_donation_effort,not_disaster
ASONAM2017,ecuador_eq_severe_im_127.jpg,data/ASONAM17_Damage_Image_Dataset/ecuador_eq/ecuador_eq_severe_im_127.jpg,severe,informative,infrastructure_and_utility_damage,earthquake,claude_sonnet,direct_classification,"INITIAL RESPONSE:
## Analysis

This aerial image shows extensive destruction in what appears to be an urban area after a major disaster. There are numerous collapsed and severely damaged buildings, with one multi-story structure (approximately 4-5 floors) standing but visibly damaged. Around it are completely flattened structures reduced to rubble and debris. I can see several streets covered with debris, and what appears to be emergency vehicles or machinery present in the area. The pattern of destruction - buildings collapsed but not burned, with widespread structural failure across multiple blocks - is consistent with earthquake damage. The surrounding neighborhoods show a mix of damaged and partially intact structures, suggesting proximity to the epicenter or an area that experienced particularly strong shaking.

## Classification

```
{
  ""disaster_type"": ""earthquake"",
  ""damage_severity"": ""severe"",
  ""informative"": ""informative"",
  ""humanitarian"": ""infrastructure_and_utility_damage""
}
```

This image clearly shows the aftermath of a major earthquake with severe structural damage to buildings and infrastructure. The comprehensive aerial view provides valuable information for humanitarian response planning, showing the extent and pattern of destruction. The image focuses primarily on infrastructure damage rather than people or rescue efforts, though some activity is visible at street level that may be part of the emergency response.",No,0,severe,informative,infrastructure_and_utility_damage,earthquake
ASONAM2017,nepal_eq_severe_im_8582.jpg,data/ASONAM17_Damage_Image_Dataset/nepal_eq/nepal_eq_severe_im_8582.jpg,mild,informative,infrastructure_and_utility_damage,earthquake,claude_sonnet,direct_classification,"INITIAL RESPONSE:
## Image Analysis

The image shows a Buddhist stupa, specifically what appears to be the Swayambhunath Stupa (also known as the ""Monkey Temple"") in Nepal. In the foreground, there's a person in orange robes (likely a Buddhist monk) with their back to the camera, looking toward the stupa. The stupa has the distinctive white dome base with the gold spire and the eyes of Buddha painted on the tower. Prayer flags can be seen strung from the top of the stupa. There appears to be some debris or rubble visible near the base of the stupa, which could potentially indicate damage, possibly from the 2015 Nepal earthquake that affected many religious sites in Kathmandu.

The scene shows a religious site with what might be post-disaster conditions, though the stupa itself appears to be standing upright despite possible damage to surrounding areas.

## Classification

```
{
  ""disaster_type"": ""earthquake"",
  ""damage_severity"": ""mild"",
  ""informative"": ""informative"",
  ""humanitarian"": ""infrastructure_and_utility_damage""
}
```

The image appears to show the aftermath of earthquake damage to a significant cultural heritage site in Nepal. While the main stupa structure remains standing, there is visible debris around its base, consistent with partial damage that would be classified as mild severity. Such documentation of damage to cultural heritage sites is informative for humanitarian response, particularly for cultural preservation efforts that often follow natural disasters.",No,0,mild,informative,infrastructure_and_utility_damage,earthquake
ASONAM2017,nepal_eq_mild_im_21342.jpg,data/ASONAM17_Damage_Image_Dataset/nepal_eq/nepal_eq_mild_im_21342.jpg,mild,informative,infrastructure_and_utility_damage,earthquake,claude_sonnet,direct_classification,"INITIAL RESPONSE:
## Analysis

The image shows a significant crack or fissure running through a paved road surface. The crack appears to be quite deep and extends lengthwise across the asphalt. There are people standing near the damaged road, seemingly observing or documenting the damage. The road is wet, suggesting recent rainfall. The surrounding area includes some trees with fall foliage in the background. This appears to be infrastructure damage that has made the road potentially hazardous or impassable. The timestamp in the corner indicates this was taken on April 6, 2015.

## Classification

```
{
  ""disaster_type"": ""earthquake"",
  ""damage_severity"": ""mild"",
  ""informative"": ""informative"",
  ""humanitarian"": ""infrastructure_and_utility_damage""
}
```

This image shows what appears to be ground rupture on a roadway, which is characteristic of earthquake damage. While the damage is significant enough to render the road potentially unusable, it's classified as ""mild"" since it shows partial destruction rather than complete devastation. The image is informative for humanitarian response as it clearly documents infrastructure damage that would need to be addressed during recovery efforts, falling under the ""infrastructure_and_utility_damage"" humanitarian category.",No,0,mild,informative,infrastructure_and_utility_damage,earthquake
